StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q39,Q40,Q41,Q42,Q43,Check1_1,Check1_2,Check1_3,Check1_4,DT_Ball_A_1,DT_Ball_B_1,DT_Conjunctive_1,Both_Thru_DT,DB_Ball_A_1,DB_Ball_B_1,DB_Conjunctive_1,Both_Thru_DB,A_DarkTop_Left_1,A_DarkTop_Right_1,B_DarkTop_Left_1,B_DarkTop_Right_1,Check2_1,Check2_2,Check2_3,Check2_4,Feedback,Age,Age_1_TEXT,Gender,Race,Race_1_TEXT,Ethnicity,LearnCondition,Condition
21/05/2019 19:51,21/05/2019 19:54,IP Address,103.89.65.54,100,132,TRUE,21/05/2019 19:54,R_1LNGLhP5JS5ZqMK,,,,,10.99099731,76.96670532,anonymous,EN,Emma,,,,,TRUE,TRUE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,FALSE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,2,3
21/05/2019 19:54,21/05/2019 19:55,IP Address,103.89.65.54,100,51,TRUE,21/05/2019 19:55,R_245ThiAhnJc2jfC,,,,,10.99099731,76.96670532,anonymous,EN,,Benjamin,,,,TRUE,FALSE,The light red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,,,,,,TRUE,TRUE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,2,4
21/05/2019 19:52,21/05/2019 19:55,IP Address,122.174.181.101,100,188,TRUE,21/05/2019 19:55,R_C1Dq4ZpijsLvsvT,,,,,13.08430481,80.28048706,anonymous,EN,,Benjamin,,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",75,62,68,Ball E did go through the gate because ball A did go through the motion block.,,,,,87,,,,,,,,Good,My age in years is,28,Male,I am,Asian,Non-Hispanic,1,1
21/05/2019 19:52,21/05/2019 19:56,IP Address,171.49.194.16,100,229,TRUE,21/05/2019 19:56,R_122X6uYCIoSUNA6,,,,,13.08430481,80.28048706,anonymous,EN,Emma,,,,,TRUE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,TRUE,TRUE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,2,2
21/05/2019 19:54,21/05/2019 19:56,IP Address,47.149.16.104,100,100,TRUE,21/05/2019 19:56,R_2EgaXcUpaaEub9t,,,,,34.04299927,-117.7556,anonymous,EN,Emma,,,,,FALSE,TRUE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,FALSE,FALSE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,2,4
21/05/2019 19:55,21/05/2019 19:57,IP Address,103.89.65.54,100,120,TRUE,21/05/2019 19:57,R_2s5D6AewLCQX9mF,,,,,10.99099731,76.96670532,anonymous,EN,,,,Noah,,FALSE,FALSE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,FALSE,FALSE,The light red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,2,3
21/05/2019 19:49,21/05/2019 19:57,IP Address,96.255.81.105,100,523,TRUE,21/05/2019 19:57,R_2U3fkOxGEWhdGSU,,,,,39.08279419,-77.16739655,anonymous,EN,,,,Noah,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,81,14,0,Ball E did go through the gate because ball A did go through the motion block.,,,73,,,,,,"The lighter block sort of guarantees that the ball will go through, so the determining factor is whether the other ball will go through the dark block.",My age in years is,31,Male,I am,Caucasian,Non-Hispanic,2,3
21/05/2019 19:47,21/05/2019 19:58,IP Address,104.238.38.128,100,689,TRUE,21/05/2019 19:58,R_OKeXSdUO5xZbvq1,,,,,41.45089722,-81.6190033,anonymous,EN,,,,Noah,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,78,10,0,Ball E did go through the gate because ball B did go through the motion block.,,,,19,,,,,The position of the darker block influenced my decision,My age in years is,28,Female,Prefer not to say.,,Non-Hispanic,2,4
21/05/2019 19:55,21/05/2019 19:58,IP Address,104.53.207.65,100,164,TRUE,21/05/2019 19:58,R_1P10f3lZwYYrH6y,,,,,29.72290039,-98.07420349,anonymous,EN,,Benjamin,,,,TRUE,TRUE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,,,,,,TRUE,FALSE,The light red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,2,1
21/05/2019 19:56,21/05/2019 19:58,IP Address,24.171.75.95,100,130,TRUE,21/05/2019 19:58,R_0DtxjkGhEarx4id,,,,,38.31700134,-88.91049957,anonymous,EN,,,,Noah,,TRUE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,TRUE,TRUE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,1,2
21/05/2019 19:54,21/05/2019 19:59,IP Address,108.30.21.41,100,310,TRUE,21/05/2019 19:59,R_RWeKlYlrwlXAoY9,,,,,40.87030029,-73.85250092,anonymous,EN,,,Ava,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,51,51,0,Ball E did go through the gate because ball B did go through the motion block.,,,86,,,,,,"Ball B hit the darker block, meaning it more likely to hit ball E. It is more responsible for ball E going through the gate.",My age in years is,59,Female,I am,Black,Non-Hispanic,2,3
21/05/2019 19:53,21/05/2019 19:59,IP Address,75.65.250.66,100,347,TRUE,21/05/2019 19:59,R_2bTrMwIecCHMERj,,,,,32.46440125,-93.72070313,anonymous,EN,,,Ava,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,88,12,0,Ball E did go through the gate because ball B did go through the motion block.,5,,,,,,,,"I feel it is more likely that people will pick the option that correlates with the harder to overcome obstacle, as people tend to see success as the result of overcoming harder to achieve things than the smaller successes.",My age in years is,24,Female,I am,white,Non-Hispanic,2,1
21/05/2019 19:57,21/05/2019 20:00,IP Address,103.89.65.54,100,179,TRUE,21/05/2019 20:00,R_2PsPqnSS7JQqtT6,,,,,10.99099731,76.96670532,anonymous,EN,Emma,,,,,FALSE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,TRUE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,2,2
21/05/2019 20:00,21/05/2019 20:01,IP Address,103.89.65.54,100,74,TRUE,21/05/2019 20:01,R_2PnhqZr7MUygXyR,,,,,10.99099731,76.96670532,anonymous,EN,Emma,,,,,TRUE,FALSE,The light red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,,,,,,FALSE,TRUE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,1,3
21/05/2019 20:01,21/05/2019 20:05,IP Address,103.89.65.54,100,263,TRUE,21/05/2019 20:05,R_2qBFyqigB0DYPfm,,,,,10.99099731,76.96670532,anonymous,EN,,,,,James,FALSE,TRUE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,TRUE,TRUE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,2,1
21/05/2019 20:06,21/05/2019 20:07,IP Address,173.213.88.54,100,84,TRUE,21/05/2019 20:07,R_3rG5GMYZEW0yWMM,,,,,36.12139893,-115.1409988,anonymous,EN,,Benjamin,,,,TRUE,TRUE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,FALSE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,1,1
21/05/2019 20:06,21/05/2019 20:08,IP Address,103.89.65.54,100,122,TRUE,21/05/2019 20:08,R_PZmMUJVh5JR63FD,,,,,10.99099731,76.96670532,anonymous,EN,,,,,James,TRUE,FALSE,The light red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,,,,,,FALSE,TRUE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,2,2
21/05/2019 20:08,21/05/2019 20:09,IP Address,103.89.65.54,100,68,TRUE,21/05/2019 20:09,R_12rLr9U3esY0zrm,,,,,10.99099731,76.96670532,anonymous,EN,,Benjamin,,,,TRUE,TRUE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,,,,,,FALSE,FALSE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,1,1
21/05/2019 20:07,21/05/2019 20:11,IP Address,73.147.0.223,100,224,TRUE,21/05/2019 20:11,R_2c5tEsHr46oL7gA,,,,,38.15510559,-79.06079865,anonymous,EN,,,,Noah,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",14,76,0,Ball E did go through the gate because ball A did go through the motion block.,,,,,,,84,,,,,,"the dark red block would be more likely to prevent things from going properly, so someone would say the ball facing that block caused the thing to happen.",My age in years is,34,Male,I am,white,Non-Hispanic,1,3
21/05/2019 20:08,21/05/2019 20:11,IP Address,50.35.1.5,100,184,TRUE,21/05/2019 20:11,R_3qyBkSLf2jOcD7W,,,,,47.86199951,-122.2532043,anonymous,EN,,Benjamin,,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",80,22,0,Ball E did go through the gate because ball B did go through the motion block.,,,,,,88,,,,,,,Intuition,My age in years is,35,Male,I am,Caucasian,Non-Hispanic,1,2
21/05/2019 20:09,21/05/2019 20:12,IP Address,122.174.177.48,100,177,TRUE,21/05/2019 20:12,R_R9XkUmPzSj7uC6R,,,,,13.08430481,80.28048706,anonymous,EN,Emma,,,,,TRUE,FALSE,The light red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,,,,,,FALSE,TRUE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,2,4
21/05/2019 20:04,21/05/2019 20:12,IP Address,110.227.228.35,100,499,TRUE,21/05/2019 20:12,R_22xAFyQCoHpgZq1,,,,,13.08430481,80.28048706,anonymous,EN,,,Ava,,,TRUE,TRUE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,59,74,50,Ball E did go through the gate because ball A did go through the motion block.,,,,61,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",the game was so interesting.the factors that influenced me are the balls movement.,My age in years is,29,Female,I am,indian,Non-Hispanic,2,4
21/05/2019 20:11,21/05/2019 20:13,IP Address,45.58.127.234,100,85,TRUE,21/05/2019 20:13,R_2xQuoE1HHiX1rmK,,,,,25.81190491,-80.23179626,anonymous,EN,,,,Noah,,TRUE,TRUE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,TRUE,FALSE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,1,1
21/05/2019 20:12,21/05/2019 20:13,IP Address,122.174.177.48,100,91,TRUE,21/05/2019 20:13,R_1rCuQIjvvQsGOBj,,,,,13.08430481,80.28048706,anonymous,EN,Emma,,,,,FALSE,TRUE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,TRUE,FALSE,The light red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,2,2
21/05/2019 20:13,21/05/2019 20:14,IP Address,45.58.127.234,100,72,TRUE,21/05/2019 20:14,R_1rCDsl4m7P2H5El,,,,,25.81190491,-80.23179626,anonymous,EN,,,,,James,FALSE,TRUE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,TRUE,FALSE,The light red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,2,4
21/05/2019 20:09,21/05/2019 20:14,IP Address,157.46.124.251,100,290,TRUE,21/05/2019 20:14,R_1GE3o2tQOqOFTQX,,,,,11.3500061,77.73330688,anonymous,EN,Emma,,,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",6,86,0,Ball E did go through the gate because ball A did go through the motion block.,,,,,,,15,,,,,,Bens previous experience ,My age in years is,32,Male,I am,Asian,Non-Hispanic,1,3
21/05/2019 20:09,21/05/2019 20:14,IP Address,174.65.81.86,100,296,TRUE,21/05/2019 20:14,R_1rBWHLah0nrXOWg,,,,,32.81230164,-116.9171982,anonymous,EN,Emma,,,,,TRUE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,76,23,0,Ball E did go through the gate because ball B did go through the motion block.,,,100,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.","Since the dark red block was harder to pass, we could say that the merit for hitting ball E can be given to the ball passing that one",My age in years is,40,Male,I am,Caucasian,Non-Hispanic,2,3
21/05/2019 20:12,21/05/2019 20:16,IP Address,108.197.229.66,100,219,TRUE,21/05/2019 20:16,R_1GJ76jt4oG2Qhww,,,,,42.04690552,-88.10510254,anonymous,EN,,,Ava,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,100,0,0,Ball E did go through the gate because ball B did go through the motion block.,,,100,,,,,,no comments ,My age in years is,23,Male,I am,Asian ,Non-Hispanic,2,3
21/05/2019 19:42,21/05/2019 20:16,IP Address,66.55.156.251,100,2019,TRUE,21/05/2019 20:16,R_3ke18buCKl2tYrR,,,,,40.55110168,-74.46060181,anonymous,EN,,,Ava,,,TRUE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",46,66,81,Ball E did go through the gate because ball A did go through the motion block.,,,,,,,,100,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",no comment,My age in years is,29,Female,I am,White,Non-Hispanic,1,4
21/05/2019 20:08,21/05/2019 20:17,IP Address,122.174.170.194,100,481,TRUE,21/05/2019 20:17,R_12KFC5u7r9KUSYM,,,,,13.08430481,80.28048706,anonymous,EN,,,,Noah,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,0,0,4,Ball E did go through the gate because ball A did go through the motion block.,,,,87,,,,,Ball A from the dark red block come fast and hit Ball E.,My age in years is,28,Male,I am,Asian,Non-Hispanic,2,4
21/05/2019 20:14,21/05/2019 20:17,IP Address,122.174.177.48,100,212,TRUE,21/05/2019 20:17,R_3Ia8OfhX605wouC,,,,,13.08430481,80.28048706,anonymous,EN,Emma,,,,,TRUE,TRUE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,FALSE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,2,2
21/05/2019 20:17,21/05/2019 20:19,IP Address,122.174.177.48,100,114,TRUE,21/05/2019 20:19,R_3ewbazsGkasFt4I,,,,,13.08430481,80.28048706,anonymous,EN,, Benjamin,,,,TRUE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,FALSE,TRUE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,2,3
21/05/2019 20:13,21/05/2019 20:20,IP Address,76.0.180.243,100,369,TRUE,21/05/2019 20:20,R_2TF4uEnsXv3cyki,,,,,34.82350159,-78.01660156,anonymous,EN,,,Ava,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",18,84,0,Ball E did go through the gate because ball A did go through the motion block.,,,,,,,80,,,,,,"Since the ball with the dark red block was less likely to go through it seems like the ""deciding factor"" (even though it really isn't) so it makes sense that the ball with the darker red block would be the ""reason"" ball E was able to go through the gate.",My age in years is,43,Female,I am,Caucasian,Non-Hispanic,1,3
21/05/2019 20:15,21/05/2019 20:20,IP Address,45.58.127.234,100,316,TRUE,21/05/2019 20:20,R_3pltVGQB3RExtMn,,,,,25.81190491,-80.23179626,anonymous,EN,,,,Noah,,FALSE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,FALSE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,1,1
21/05/2019 20:16,21/05/2019 20:21,IP Address,72.198.74.135,100,298,TRUE,21/05/2019 20:21,R_3m3qM4c9talQGqU,,,,,35.48840332,-97.57060242,anonymous,EN,,,,Noah,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,60,63,0,Ball E did go through the gate because ball A did go through the motion block.,,,,77,,,,,intuition? Nothing definite.,My age in years is,57,Male,I am,white,Non-Hispanic,2,4
21/05/2019 20:22,21/05/2019 20:28,IP Address,75.185.113.50,100,357,TRUE,21/05/2019 20:28,R_24AYQ6Na2e93Xmd,,,,,38.16079712,-85.78070068,anonymous,EN,,,,Noah,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,79,26,0,Ball E did go through the gate because ball B did go through the motion block.,,100,,,,,,,"It was mostly the position of the red block, and if it was the one that had a higher chance to stop it or not.",My age in years is,23,Male,I am,European American,Non-Hispanic,2,2
21/05/2019 20:25,21/05/2019 20:31,IP Address,198.148.90.42,100,360,TRUE,21/05/2019 20:31,R_3I9R9gso1JdlxF9,,,,,39.75010681,-104.995697,anonymous,EN,,,,,James,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",13,84,7,Ball E did go through the gate because ball A did go through the motion block.,,,,,0,,,,,,,,Because ball A go through the block.,My age in years is,25,Male,I am,White,Non-Hispanic,1,1
21/05/2019 20:29,21/05/2019 20:31,IP Address,117.221.137.65,100,112,TRUE,21/05/2019 20:31,R_u1vNEEmy9tteukh,,,,,11.3500061,77.73330688,anonymous,EN,,,,,Evelyn,TRUE,TRUE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,FALSE,TRUE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,1,3
21/05/2019 20:22,21/05/2019 20:36,IP Address,103.89.64.26,100,828,TRUE,21/05/2019 20:36,R_1CpBqXP0EJPgFar,,,,,10.99099731,76.96670532,anonymous,EN,,,Ava,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,38,41,100,Ball E did go through the gate because ball B did go through the motion block.,,,96,,,,,,very interesting,My age in years is,37,Male,I am,Asia,Prefer not to say.,2,3
21/05/2019 20:37,21/05/2019 20:41,IP Address,122.174.173.93,100,217,TRUE,21/05/2019 20:41,R_1i34tfwEzWsQBSA,,,,,13.08430481,80.28048706,anonymous,EN,,,Ava,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",64,66,74,Ball E did go through the gate because ball A did go through the motion block.,,,,,,71,,,,,,,Good,My age in years is,26,Male,I am,Asian,Non-Hispanic,1,2
21/05/2019 20:19,21/05/2019 20:47,IP Address,122.174.177.48,100,1651,TRUE,21/05/2019 20:47,R_2Pni3vZxuJOJlYd,,,,,13.08430481,80.28048706,anonymous,EN, Emma,,,,,TRUE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",44,28,79,Ball E did go through the gate because ball A did go through the motion block.,,,,,83,,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",Good one.,My age in years is,28,Male,I am,Asian,Non-Hispanic,1,1
21/05/2019 21:12,21/05/2019 21:19,IP Address,24.116.131.122,100,396,TRUE,21/05/2019 21:19,R_SMMUzHe0HNkZiBH,,,,,34.70550537,-112.0091019,anonymous,EN,Emma,,,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",0,100,0,Ball E did go through the gate because ball A did go through the motion block.,,,,,0,,,,,,,,"Since the B ball had a 20% chance of being blocked, but the A ball had an 80% chance, then it's more likely to have the desired outcome (E ball through the gate) when A is not blocked.  (assuming A has the red wall)",My age in years is,58,Male,I am,White,Non-Hispanic,1,1
21/05/2019 21:22,21/05/2019 21:26,IP Address,24.161.5.204,100,214,TRUE,21/05/2019 21:26,R_2aDhhgPgbiGN5k1,,,,,41.76730347,-75.0562973,anonymous,EN,Emma,,,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",20,80,3,Ball E did go through the gate because ball A did go through the motion block.,,,,,,,,19,,,,,I thought about which ball went through the darker block and thought that one was more likely to have caused the coutcome.,My age in years is,33,Non-binary,I am,white,Non-Hispanic,1,4
21/05/2019 21:43,21/05/2019 21:44,IP Address,35.132.166.226,100,34,TRUE,21/05/2019 21:44,R_2CB5r9OR8wClw6f,,,,,43.98809814,-124.0993042,anonymous,EN,Emma,,,,,FALSE,TRUE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,,,,,,FALSE,TRUE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,1,3
21/05/2019 21:40,21/05/2019 21:45,IP Address,98.246.64.98,100,301,TRUE,21/05/2019 21:45,R_1jkRVn72kD9CF7H,,,,,45.66520691,-122.5214996,anonymous,EN,Emma,,,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",17,76,0,Ball E did go through the gate because ball A did go through the motion block.,,,,,,69,,,,,,,The dark block was most likely to stop the ball so it was most critical for success it seemed. ,My age in years is,35,Male,I am,Caucasian,Non-Hispanic,1,2
21/05/2019 21:44,21/05/2019 21:45,IP Address,35.132.166.226,100,54,TRUE,21/05/2019 21:45,R_C9AHw7CPU93Qll7,,,,,43.98809814,-124.0993042,anonymous,EN,Emma,,,,,TRUE,TRUE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,FALSE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,1,4
21/05/2019 21:42,21/05/2019 21:46,IP Address,68.231.28.144,100,246,TRUE,21/05/2019 21:46,R_2pSKqNFxTEhBkqJ,,,,,33.248703,-111.6343002,anonymous,EN,,Benjamin,,,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",22,100,0,Ball E did go through the gate because ball A did go through the motion block.,,,,,28,,,,,,,,The rules stated influenced my decision.,My age in years is,38,Female,I am,white,Non-Hispanic,1,1
21/05/2019 22:29,21/05/2019 22:31,IP Address,24.160.175.169,100,161,TRUE,21/05/2019 22:31,R_tG0DhhgbEEjOoIV,,,,,40.18339539,-83.09120178,anonymous,EN,Emma,,,,,TRUE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",20,76,0,Ball E did go through the gate because ball A did go through the motion block.,,,,,,,100,,TRUE,FALSE,The dark red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",The probability that the ball went through the dark block.,My age in years is,20,Male,I am,White,Non-Hispanic,1,3
21/05/2019 19:06,21/05/2019 19:06,IP Address,97.113.17.157,12,16,FALSE,21/05/2019 23:21,R_tDOllLmgX68Typ3,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3
21/05/2019 19:08,21/05/2019 19:13,IP Address,71.234.233.198,58,295,FALSE,21/05/2019 23:21,R_1LLkG2127Z4ws7A,,,,,,,anonymous,EN,,,,,James,FALSE,TRUE,The light red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,,,,,,TRUE,FALSE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,2,1
21/05/2019 19:14,21/05/2019 19:23,IP Address,108.195.92.66,12,501,FALSE,21/05/2019 23:21,R_dbTjl0FvGdC65A5,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
21/05/2019 19:36,21/05/2019 19:38,IP Address,98.159.196.54,49,93,FALSE,21/05/2019 23:21,R_vraH1YlGdSxVtK1,,,,,,,anonymous,EN,,,,Noah,,FALSE,TRUE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,,,,,,,,,,,,2,2
21/05/2019 19:45,21/05/2019 20:57,IP Address,70.125.234.91,10,4283,FALSE,21/05/2019 23:21,R_1QFU07YItqKofye,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
21/05/2019 20:12,21/05/2019 20:13,IP Address,70.83.139.17,12,79,FALSE,21/05/2019 23:21,R_0DlozMe0lJrn0Z3,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
21/05/2019 21:19,21/05/2019 21:22,IP Address,24.161.5.204,58,166,FALSE,21/05/2019 23:21,R_AhsDEjXxxGp2pNv,,,,,,,anonymous,EN,,,,Noah,,TRUE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,TRUE,FALSE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,1,4
21/05/2019 19:22,21/05/2019 19:24,IP Address,35.134.249.145,12,89,FALSE,21/05/2019 23:21,R_2pW4mzpLdiH9Rfn,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
21/05/2019 20:20,21/05/2019 20:23,IP Address,45.58.127.234,58,205,FALSE,21/05/2019 23:21,R_2f2HRHqe9507pA1,,,,,,,anonymous,EN,Emma,,,,,FALSE,FALSE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,TRUE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,2,4
21/05/2019 21:46,21/05/2019 21:49,IP Address,75.191.242.86,58,145,FALSE,21/05/2019 23:21,R_WeYhNJKeRUvVJhD,,,,,,,anonymous,EN,,Benjamin,,,,TRUE,FALSE,The dark red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,TRUE,FALSE,The light red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,2,2
21/05/2019 19:05,21/05/2019 19:05,IP Address,71.29.180.241,10,36,FALSE,21/05/2019 23:21,R_1r7BTLqCzRkr0Rn,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
21/05/2019 20:10,21/05/2019 20:25,IP Address,198.148.90.42,58,926,FALSE,21/05/2019 23:21,R_1YpJW9VuxV2pFKx,,,,,,,anonymous,EN,Emma,,,,,FALSE,FALSE,The light red one  ,"Yes, they are always at the same top or bottom position in the billiard machine.",,,,,,,,,,,,,TRUE,FALSE,The light red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,1,1
21/05/2019 19:59,21/05/2019 20:00,IP Address,24.208.131.223,51,29,FALSE,21/05/2019 23:21,R_RlTNhicwSmZAHu1,,,,,,,anonymous,EN,,,,,James,FALSE,TRUE,The light red one  ,"No, their position (i.e. top or bottom) in the billiard machine can vary.",,,,,,,,,,,,,,,,,,,,,,,,1,4
