StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q39,Q40,Q41,Q42,Q43,DT1_1,DT1_2,DT1_3,DT1_4,DT1_5,DB1_1,DB1_2,DB1_3,DB1_4,DB1_5,Conj_A_DB_1,Conj_B_DB_1,Conj_DB_1,Exp_Conj_DB,Disj_A_DB_1,Disj_B_DB_1,Disj_DB_1,Exp_Disj_DB,Abnormal_B_Conj_Left_1,Abnormal_B_Con_Right_1,Conj_A_DT_1,Conj_B_DT_1,Conj_DT_1,Exp_Conj_DT,Disj_A_DT_1,Disj_B_DT_1,Disj_DT_1,Exp_Disj_DT,Abnormal_A_Conj_Left_1,Abnormal_B_Con_Righ_1,DB2_1,DB2_2,DB2_3,DB2_4,DB2_5,DT2_1,DT2_2,DT2_3,DT2_4,DT2_5,Feedback,Age,Age_1_TEXT,Gender,Race,Race_1_TEXT,Ethnicity,Condition,Structure
2019-05-30 19:02:34,2019-05-30 19:08:47,0,216.106.67.3,100,372,1,2019-05-30 19:08:47,R_BM9FsAp4wWiQow1,,,,,38.93359375,-92.36299896240234375,anonymous,EN,,,,Noah,,1,1,1,2,2,,,,,,,,,,,,,,,,11,81,0,2,11,87,100,2,20,,,,,,,,,,,,"each scenario was equally likely, I aired on the side I thought it would be more likely he chose",1,33,2,1,white,2,DT,Conj_Left
2019-05-30 19:03:15,2019-05-30 19:09:05,0,67.61.187.126,100,350,1,2019-05-30 19:09:06,R_28YWeSUT5vFasJ3,,,,,43.5518035888671875,-111.89189910888671875,anonymous,EN,,,,,James,,,,,,1,1,1,2,2,21,85,10,1,11,75,94,2,,23,,,,,,,,,,,,,,,,,,,,,"I figured that if ball B was most likely to go through then if only one ball went through it was ball B that made it go through the gate if E was closer to the gate. ",1,30,1,1,White,2,DB,Conj_Right
2019-05-30 18:48:50,2019-05-30 19:09:48,0,96.58.200.155,100,1258,1,2019-05-30 19:09:49,R_WBEhWwnykyMkXyp,,,,,28.006805419921875,-82.555999755859375,anonymous,EN,,,,,James,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,,,,,,,,DT,Conj_Left
2019-05-30 18:44:37,2019-05-30 19:13:31,0,184.1.98.115,100,1734,1,2019-05-30 19:13:32,R_z0QHpEUIQfcTM65,,,,,41.5570068359375,-85.31500244140625,anonymous,EN,,Benjamin,,,,1,1,2,2,2,,,,,,,,,,,,,,,,15,81,0,1,84,92,99,1,,80,,,,,,1,1,1,2,2,"Ball B has less likely chance of being blocked, so Ball A had to go through in order for the second scenario to make sense.",1,50,1,1,white,2,DT,Conj_Right
2019-05-30 18:59:47,2019-05-30 19:13:55,0,108.213.13.43,100,847,1,2019-05-30 19:13:56,R_a9pKsoliV2rLTGx,,,,,41.0731964111328125,-80.65529632568359375,anonymous,EN,,,,,James,,,,,,2,1,1,2,2,88,51,61,2,100,90,100,1,0,,,,,,,,,,,,1,1,1,2,2,,,,,,It was necessary for the second ball to go through the gate so E must have been further away. from the hole,1,41,1,1,white,2,DB,Conj_Left
2019-05-30 19:11:57,2019-05-30 19:14:55,0,70.176.37.198,100,178,1,2019-05-30 19:14:56,R_rkIEX56O3BRav7j,,,,,33.312103271484375,-111.82129669189453125,anonymous,EN,,Benjamin,,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,,,,,,,,DT,Conj_Left
2019-05-30 19:14:32,2019-05-30 19:16:59,0,129.7.0.75,100,147,1,2019-05-30 19:16:59,R_1P13VMSROt97pBJ,,,,,29.8365020751953125,-95.43630218505859375,anonymous,EN,,,,Noah,,,,,,,1,1,1,2,2,67,29,0,2,80,24,9,2,,27,,,,,,,,,,,,,,,,,,,,,Some of the factors included probability of the dark red block stopping the motion of ball B and where ball E was located.,1,19,2,1,Caucasian,2,DB,Conj_Right
2019-05-30 18:52:59,2019-05-30 19:18:44,0,157.51.125.125,100,1544,1,2019-05-30 19:18:44,R_C2GGkxW6fmoqrCh,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,Benjamin,,,,,,,,,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,,,,,,,,,,,,,DB,Conj_Left
2019-05-30 19:15:03,2019-05-30 19:20:50,0,70.176.37.198,100,347,1,2019-05-30 19:20:51,R_2WT0woWrpAV0Gqw,,,,,33.312103271484375,-111.82129669189453125,anonymous,EN,,,,Noah,,1,1,2,2,2,,,,,,,,,,,,,,,,5,68,13,2,7,82,82,1,84,,,,,,,1,1,1,2,2,"An inferred guess ",1,29,1,1,White,2,DT,Conj_Left
2019-05-30 19:18:49,2019-05-30 19:21:40,0,157.51.125.125,100,171,1,2019-05-30 19:21:40,R_10GaJyOaLXG1DMZ,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,Benjamin,,,,,,,,,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,DB,Conj_Right
2019-05-30 19:18:50,2019-05-30 19:21:49,0,157.51.172.152,100,179,1,2019-05-30 19:21:50,R_tWFPLi1NDHHDZ0l,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,Noah,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,,,,,,,DT,Conj_Right
2019-05-30 19:15:24,2019-05-30 19:22:09,0,24.202.91.37,100,404,1,2019-05-30 19:22:09,R_stzj2smn7P0OszD,,,,,45.38909912109375,-71.89859771728515625,anonymous,EN,Emma,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,15,78,0,1,17,76,100,2,13,,,,,,,,,,,,"There is only 20% chance that ball A goes through the block and ball E through the gate, while there's an 80% chance for ball B, so if ball E goes through, both A and B have to pass the block, and since there a lower probability for A, it's more ""noteworthy"".",1,27,2,1,Caucasian,2,DT,Conj_Left
2019-05-30 19:18:50,2019-05-30 19:23:43,0,157.51.172.152,100,292,1,2019-05-30 19:23:44,R_1dNsg1cm3GermO1,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,,James,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,,,,,,,,DT,Conj_Right
2019-05-30 19:11:55,2019-05-30 19:23:52,0,98.160.165.102,100,716,1,2019-05-30 19:23:52,R_e8NiR0xAyR4usjD,,,,,36.1219940185546875,-115.08599853515625,anonymous,EN,,Benjamin,,,,,,,,,1,1,1,2,2,91,11,0,2,95,15,100,1,78,,,,,,,,,,,,,,,,,,,,,,"According to the rules,  ball E that is closest to the gate would need to be hit by either ball A or B or both balls to go through the gate. Since Ben chose B I think it meant that the ball E was hit by 1 ball. I am somewhat confused because the choice and animation didn't match the rules.",1,32,2,1,Asian,2,DB,Conj_Left
2019-05-30 19:22:27,2019-05-30 19:25:55,0,199.241.125.93,100,207,1,2019-05-30 19:25:56,R_Z8X7iCFzSzE4pkB,,,,,44.9752044677734375,-93.261199951171875,anonymous,EN,Emma,,,,,,,,,,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,,,,,,,,,,,,,DB,Conj_Right
2019-05-30 19:23:49,2019-05-30 19:28:34,0,157.51.172.152,100,284,1,2019-05-30 19:28:35,R_1ImXRGuIYZYtWC4,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,Emma,,,,,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,,,,,,,,DT,Conj_Right
2019-05-30 19:25:06,2019-05-30 19:28:42,0,207.191.102.62,100,216,1,2019-05-30 19:28:42,R_1pzEao2glxeeHHl,,,,,30.9329986572265625,-92.954803466796875,anonymous,EN,,,,Noah,,,,,,,2,1,1,2,2,73,28,8,2,84,17,81,1,8,,,,,,,,,,,,1,1,1,2,2,,,,,,"If it was closer, Ball B was more likely the cause of E going through the gate and vice versa.",1,28,2,2,,2,DB,Conj_Left
2019-05-30 19:23:50,2019-05-30 19:28:54,0,157.51.172.152,100,303,1,2019-05-30 19:28:54,R_1FPn2qAADboXm9s,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,Noha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30 19:23:53,2019-05-30 19:32:01,0,157.51.172.152,100,487,1,2019-05-30 19:32:01,R_3qWMr6WbJkS9MR7,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,,James,,,,,,1,1,1,2,2,84,70,84,1,77,74,49,2,,87,,,,,,,,,,,,,,,,,,,,,interesting,1,1982,1,1,asian,3,DB,Conj_Right
2019-05-30 19:21:45,2019-05-30 19:34:23,0,157.51.125.125,100,758,1,2019-05-30 19:34:24,R_1NmPc4QYXOQnRnY,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,Benjamin,,,,1,2,1,2,2,,,,,,,,,,,,,,,,44,57,40,1,72,61,44,2,,100,,,,,,1,1,1,2,2,very interesting,1,1987,2,1,asia,2,DT,Conj_Right
2019-05-30 19:26:42,2019-05-30 19:35:38,0,69.243.81.82,100,536,1,2019-05-30 19:35:39,R_pFcmugpkxi9h79f,,,,,38.80780029296875,-77.05229949951171875,anonymous,EN,,,,Noah,,1,1,1,2,2,,,,,,,,,,,,,,,,22,81,0,1,18,81,100,2,27,,,,,,,,,,,,"In the scene where Ball E is closer to the barriers, it is more important that Ball A makes it through the barriers as compared to the scene where Ball E is close to the goal, so it is more likely that a person would consider Ball A getting through the barrier important in the first scene.",1,30,2,1,White,2,DT,Conj_Left
2019-05-30 19:31:17,2019-05-30 19:40:54,0,49.207.186.231,100,577,1,2019-05-30 19:40:54,R_2e2uXEJhujDDO8z,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,Benjamin,,,,,,,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,,,,,,,,,,,,,DB,Conj_Left
2019-05-30 19:40:03,2019-05-30 19:42:58,0,103.89.65.54,100,174,1,2019-05-30 19:42:59,R_1259nwBVDL4USgz,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,,,James,1,1,1,2,2,,,,,,,,,,,,,,,,66,35,68,2,75,38,69,1,77,,,,,,,,,,,,interesting,1,1982,2,1,asian,3,DT,Conj_Left
2019-05-30 19:32:43,2019-05-30 19:43:22,0,98.144.149.220,100,639,1,2019-05-30 19:43:23,R_1KrRDCpb5Rela0G,,,,,42.7256011962890625,-87.85880279541015625,anonymous,EN,,,Ava,,,,,,,,1,1,1,2,2,98,49,1,1,100,52,100,1,,0,,,,,,,,,,,,,,,,,,,,,"I based my decision on what Ben chose. It was obvious that the ball went through the dark colored block. ",1,60,2,1,"Caucasian ",2,DB,Conj_Right
2019-05-30 19:40:18,2019-05-30 19:45:22,0,157.51.217.107,100,304,1,2019-05-30 19:45:23,R_QnsGk5FIw7HS8O5,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,Benjamin,,,,1,1,1,2,2,,,,,,,,,,,,,,,,57,62,100,1,98,99,30,1,,100,,,,,,,,,,,very interesting,1,1982,1,1,asia,3,DT,Conj_Right
2019-05-30 19:44:59,2019-05-30 19:48:57,0,96.73.169.161,100,238,1,2019-05-30 19:48:57,R_YQZyJSskpIcOxNf,,,,,38.7519073486328125,-76.90920257568359375,anonymous,EN,,,,,James,,,,,,1,1,1,2,2,84,39,0,2,85,31,100,1,100,,,,,,,,,,,,,,,,,,,,,,"Position of ball E is an important factor. ",1,25,2,1,Asian,2,DB,Conj_Left
2019-05-30 19:38:30,2019-05-30 19:50:10,0,76.124.189.160,100,699,1,2019-05-30 19:50:10,R_PHtqjP8PW2zwJfr,,,,,39.91949462890625,-75.15650177001953125,anonymous,EN,,,Ava,,,,,,,,2,1,1,2,2,97,4,0,2,100,5,100,1,0,,,,,,,,,,,,1,1,1,2,2,,,,,,"It was necessary for Ball B to have passed the block in order for Ball E to exit, so both balls had to have hit in order to reach the end result. ",1,54,1,1,White,2,DB,Conj_Left
2019-05-30 19:49:53,2019-05-30 19:54:57,0,66.215.164.125,100,304,1,2019-05-30 19:54:57,R_3im6oEFGzLGEGkI,,,,,33.9449005126953125,-117.38339996337890625,anonymous,EN,,,Ava,,,1,1,1,2,2,,,,,,,,,,,,,,,,17,92,4,1,30,91,100,1,6,,,,,,,,,,,,I really only used the information that as given,1,36,2,1,mexican,1,DT,Conj_Left
2019-05-30 19:52:15,2019-05-30 19:55:05,0,72.199.209.239,100,169,1,2019-05-30 19:55:05,R_1qdKzOExlz69E8T,,,,,32.8123016357421875,-116.91719818115234375,anonymous,EN,,,Ava,,,,,,,,1,1,1,2,2,50,49,49,1,49,49,50,1,,50,,,,,,,,,,,,,,,,,,,,,,1,28,2,1,black,2,DB,Conj_Right
2019-05-30 19:47:13,2019-05-30 19:55:34,0,71.197.114.48,100,501,1,2019-05-30 19:55:35,R_bkCz7KRYnhH5YpX,,,,,38.6967010498046875,-121.3130035400390625,anonymous,EN,,,,Noah,,,,,,,1,2,1,2,2,50,50,0,2,57,65,76,2,0,,,,,,,,,,,,1,1,1,2,2,,,,,,because if both balls did not go through E would not have made it through the gate and B had a more likely chance of being blocked,1,29,1,1,white,2,DB,Conj_Left
2019-05-30 19:43:51,2019-05-30 19:59:48,0,47.189.242.249,100,956,1,2019-05-30 19:59:49,R_yJCjMcrcSiwy7cJ,,,,,32.9656982421875,-96.88249969482421875,anonymous,EN,,Benjamin,,,,,,,,,1,1,2,2,2,76,35,8,2,89,64,98,2,,100,,,,,,,,,,,1,1,1,2,2,,,,,,Whether the 80% block appeared or not and where ball E was placed.,1,59,2,1,Caucasian,2,DB,Conj_Right
2019-05-30 20:06:47,2019-05-30 20:11:21,0,69.131.227.84,100,273,1,2019-05-30 20:11:21,R_1Cmd6pGFzEKeiQi,,,,,46.572998046875,-122.7075042724609375,anonymous,EN,,,,,James,1,1,1,2,2,,,,,,,,,,,,,,,,37,64,0,1,32,73,100,2,30,,,,,,,,,,,,I thought it would be more likely that someone would say E went through because of A if E were closer.,1,19,1,1,Caucasian,2,DT,Conj_Left
2019-05-30 20:29:36,2019-05-30 20:30:47,0,122.164.231.67,100,70,1,2019-05-30 20:30:47,R_3HCdTNeLftUe8gI,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,Ava,,,,,,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,,,,,,,,,,,,DB,Conj_Left
2019-05-30 20:30:50,2019-05-30 20:32:59,0,122.164.231.67,100,128,1,2019-05-30 20:32:59,R_xsVSuq0B7F7lygh,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,Emma,,,,,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,,,,,,,DT,Conj_Left
2019-05-30 20:30:39,2019-05-30 20:33:16,0,24.13.174.184,100,156,1,2019-05-30 20:33:16,R_1IzzC5CN3NGneDy,,,,,41.891998291015625,-87.6416015625,anonymous,EN,,Benjamin,,,,1,1,1,2,2,,,,,,,,,,,,,,,,26,76,0,1,25,73,100,1,28,,,,,,,,,,,,The likelihood of each ball going through the gate and how many balls it would take to move ball e,1,25,1,1,white,2,DT,Conj_Left
2019-05-30 20:33:01,2019-05-30 20:54:08,0,122.164.231.67,100,1267,1,2019-05-30 20:54:09,R_3fUBvLa7MCY2Oyu,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,,James,,,,,,1,1,1,2,2,61,35,54,1,36,65,52,2,74,,,,,,,,,,,,,,,,,,,,,,Nice but over thinking survey.,1,1992,1,1,Asian,2,DB,Conj_Left
2019-05-30 21:24:38,2019-05-30 21:26:59,0,196.17.67.211,100,141,1,2019-05-30 21:27:00,R_2QzxvKz8y1TfFig,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,Emma,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,DT,Conj_Left
2019-05-30 21:43:31,2019-05-30 22:11:27,0,67.84.85.155,100,1675,1,2019-05-30 22:11:27,R_22MoBJZuD7gqS1W,,,,,40.6737060546875,-73.533599853515625,anonymous,EN,,Benjamin,,,,1,1,1,2,2,,,,,,,,,,,,,,,,0,100,0,1,100,100,100,2,100,,,,,,,,,,,,The factors of force and gravity allowed me to make an estimate as to where and what ball caused the other ball to go through the gate.,1,31,2,1,White,1,DT,Conj_Left
2019-05-30 19:01:46,2019-05-30 19:01:59,0,67.246.114.38,50,13,0,2019-05-30 22:21:21,R_1d1hr9MT2Nl4Xog,,,,,,,anonymous,EN,,,,,James,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB,Conj_Left
2019-05-30 19:20:09,2019-05-30 19:22:07,0,208.38.240.182,50,118,0,2019-05-30 22:21:30,R_1nNhuFTjjwzrXpN,,,,,,,anonymous,EN,,"Benjamin ",,,,,,,,,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB,Conj_Right
2019-05-30 19:26:43,2019-05-30 19:28:04,0,73.155.50.63,50,80,0,2019-05-30 22:21:30,R_3L7omokcjFpdje9,,,,,,,anonymous,EN,,,,,James,,,,,,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB,Conj_Left
2019-05-30 18:46:27,2019-05-30 18:59:32,0,104.129.18.211,12,785,0,2019-05-30 22:21:30,R_1ONNLHEzKHq0GDn,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB,Conj_Left
2019-05-30 18:52:58,2019-05-30 19:07:50,0,157.51.125.125,72,891,0,2019-05-30 22:21:33,R_2xJCRhY32HsRlJ3,,,,,,,anonymous,EN,Emma,,,,,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DT,Conj_Left
2019-05-30 18:39:10,2019-05-30 18:47:08,0,108.195.92.66,73,477,0,2019-05-30 22:21:37,R_cwszm2xV0FhAq6R,,,,,,,anonymous,EN,,,,,James,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DT,Conj_Left
2019-05-30 18:44:15,2019-05-30 18:46:43,0,107.185.127.204,49,147,0,2019-05-30 22:21:37,R_3W7qevqzPfHvm3T,,,,,,,anonymous,EN,,,,,James,,,,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB,Conj_Left
2019-05-30 18:50:57,2019-05-30 18:51:27,0,136.49.182.219,7,29,0,2019-05-30 22:21:38,R_8oleGgORINDQ6gV,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DT,Conj_Left
2019-05-30 19:32:22,2019-05-30 19:33:26,0,66.66.3.100,6,64,0,2019-05-30 22:21:47,R_3fpivA0zpxIGOVK,,,,,,,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DT,Conj_Right
2019-05-30 19:30:35,2019-05-30 19:31:20,0,71.163.92.51,12,44,0,2019-05-30 22:22:02,R_89dKbDfQXnvldkJ,,,,,,,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB,Conj_Left
2019-05-30 18:54:38,2019-05-30 18:57:35,0,71.231.229.30,84,176,0,2019-05-30 22:22:02,R_pbKRQf8Yfc6Ykq5,,,,,,,anonymous,EN,,Benjamin,,,,1,1,1,1,2,,,,,,,,,,,,,,,,13,83,97,2,,,,,,,,,,,,1,1,1,2,2,,,,,,,,DT,Conj_Right
2019-05-30 19:46:18,2019-05-30 19:52:10,0,72.199.209.239,71,352,0,2019-05-30 22:22:02,R_OfL7elSluGVV637,,,,,,,anonymous,EN,,,,Noah,,,,,,,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,,,,,,,,,,,,,DB,Conj_Right
2019-05-30 20:16:42,2019-05-30 20:22:25,0,98.249.138.19,71,342,0,2019-05-30 22:22:02,R_1IsjnCJvRb9MVWx,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,,,,,,,,,,,,,DB,Conj_Left
